coordinates,tarif,accessibilite_pmr,indications_localisation,type,horaires,relais_bebe,commune,code_postal,departement,code_departement,latitude,longitude
"[48.87346419088715, 2.2963810880084012]",Gratuit,Oui,"Station RER A - Charles de Gaulle - Etoile - A proximité du point de vente - information situé sortie avenue des Champs-Elysées, après la ligne de valideurs",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.87346419088715,2.2963810880084012
"[48.8153713, 2.3408362]",Gratuit,Oui,Station RER B - Gentilly - Sur le quai direction Paris.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Gentilly,94037,Val-de-Marne,94,48.8153713,2.3408362
"[48.85079575570429, 2.3450308883652258]",Payant,Oui,"Station metro 10 - Cluny - La Sorbonne - Sortie 2 boulevard St-Germain, à proximité du point de vente - information.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.85079575570429,2.3450308883652258
"[48.798366, 2.327766]",Gratuit,Oui,"Station RER B - Arcueil Cachan - A l'extérieur de la gare, dans un bâtiment indépendant.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Cachan,94016,Val-de-Marne,94,48.798366,2.327766
"[48.8624562997264, 2.3145791]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8624562997264,2.3145791
"[48.8627177997264, 1.7886313]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Thoiry,78616,Yvelines,78,48.8627177997264,1.7886313
"[48.7202681997617, 2.4925225]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Yerres,91691,Essonne,91,48.7202681997617,2.4925225
"[48.8344733997334, 2.4715623]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Nogent-sur-Marne,94052,Val-de-Marne,94,48.8344733997334,2.4715623
"[48.8438729997311, 2.2684588]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8438729997311,2.2684588
"[48.7929359997437, 2.497445]",pas d'info,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Saint-Maur-des-Fossés,94068,Val-de-Marne,94,48.7929359997437,2.497445
"[48.8745946997234, 2.36274]",Gratuit,Oui,pas d'info,Toilettes publiques,24/7,pas d'info,Paris,75056,Paris,75,48.8745946997234,2.36274
"[48.8049065997407, 2.3823077]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Ivry-sur-Seine,94041,Val-de-Marne,94,48.8049065997407,2.3823077
"[48.8461279997305, 2.340049]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8461279997305,2.340049
"[48.8614055997267, 2.3545336]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8614055997267,2.3545336
"[48.8312178997342, 2.369858]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8312178997342,2.369858
"[48.8715446997242, 2.402125]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8715446997242,2.402125
"[48.8654895997257, 2.4732562]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Montreuil,93048,Seine-Saint-Denis,93,48.8654895997257,2.4732562
"[48.8291236997347, 2.3607208]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8291236997347,2.3607208
"[48.9494242997049, 2.8841125]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Meaux,77284,Seine-et-Marne,77,48.9494242997049,2.8841125
"[48.9302200997096, 2.4951471]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Aulnay-sous-Bois,93005,Seine-Saint-Denis,93,48.9302200997096,2.4951471
"[48.8693221997247, 2.3257834]",pas d'info,Oui,IKEA City,Toilettes dans un bâtiment recevant du public (Toilettes assises),Mo-Sa 10:00-20:00; Su 11:00-20:00,pas d'info,Paris,75056,Paris,75,48.8693221997247,2.3257834
"[48.9593883997024, 2.8840217]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Meaux,77284,Seine-et-Marne,77,48.9593883997024,2.8840217
"[48.8297195997345, 2.2405072]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Boulogne-Billancourt,92012,Hauts-de-Seine,92,48.8297195997345,2.2405072
"[48.8926288997189, 2.4286473]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Romainville,93063,Seine-Saint-Denis,93,48.8926288997189,2.4286473
"[48.8353259997332, 2.4089938]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8353259997332,2.4089938
"[48.6287249997844, 2.0808309]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Forges-les-Bains,91249,Essonne,91,48.6287249997844,2.0808309
"[48.831969899734, 2.3131401]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.831969899734,2.3131401
"[48.8486333997299, 2.3552714]",Gratuit,Non,pas d'info,Toilettes publiques (urinoir),24/7,pas d'info,Paris,75056,Paris,75,48.8486333997299,2.3552714
"[48.9849582996961, 1.7161752]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Mantes-la-Jolie,78361,Yvelines,78,48.9849582996961,1.7161752
"[48.8444691997309, 2.3771664]",Gratuit,Non,pas d'info,Toilettes publiques (urinoir),24/7,pas d'info,Paris,75056,Paris,75,48.8444691997309,2.3771664
"[48.8508410997293, 2.3741937]",pas d'info,Non,Bistro S,Toilettes dans un bâtiment recevant du public (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8508410997293,2.3741937
"[48.8772209997228, 1.943741]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Crespières,78189,Yvelines,78,48.8772209997228,1.943741
"[48.9035952692769, 2.2328825426789]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,La Garenne-Colombes,92035,Hauts-de-Seine,92,48.9035952692769,2.2328825426789
"[48.8242973839381, 2.27783387418293]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Issy-les-Moulineaux,92040,Hauts-de-Seine,92,48.8242973839381,2.27783387418293
"[48.5495468717224, 2.37419793964186]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Vert-le-Petit,91649,Essonne,91,48.5495468717224,2.37419793964186
"[48.8096265740996, 2.18902883187559]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Chaville,92022,Hauts-de-Seine,92,48.8096265740996,2.18902883187559
"[48.5647527645176, 2.59369822562148]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Cesson,77067,Seine-et-Marne,77,48.5647527645176,2.59369822562148
